mt_message,mt_occurrence_no,mt_tag,mt_option,mx_message_id,mx_path,mapping_action,transformation,evidence_grade,evidence_source_ids,corroboration,validation_status,review_reason,mt_field_name,mt_requiredness,mt_sequence,mt_source_pdf_page
MT103,17,59a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Cdtr/Nm,CONDITIONAL_CANDIDATE,Parse no-letter/A/F beneficiary into creditor party and account components.,B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate creditor and creditor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Customer,M,,34
MT103,17,59a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Cdtr/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse no-letter/A/F beneficiary into creditor party and account components.,B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate creditor and creditor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Customer,M,,34
MT103,17,59a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Cdtr/Id/OrgId/AnyBIC,CONDITIONAL_CANDIDATE,Parse no-letter/A/F beneficiary into creditor party and account components.,B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate creditor and creditor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Customer,M,,34
MT103,17,59a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse no-letter/A/F beneficiary into creditor party and account components.,B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate creditor and creditor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Customer,M,,34
MT103,17,59a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse no-letter/A/F beneficiary into creditor party and account components.,B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate creditor and creditor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Customer,M,,34
MT103,18,70,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/RmtInf/Ustrd,TRANSFORM,Copy narrative with line joining and MX length/repetition controls; structured remittance requires separate parsing.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Remittance Information,O,,36
MT103,19,71A,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/ChrgBr,TRANSFORM,"Translate OUR→DEBT, BEN→CRED, SHA→SHAR; reject unknown code.",B,SR_2025_MT103|MX_pacs_008_001_08,Apache-2.0 pacs008-loader-mt103 publishes the same code map.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Details of Charges,M,,37
MT103,20,71F,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/ChrgsInf/Amt,TRANSFORM,"Split sender's charge currency/amount; charge-agent identity comes from message context, not 71F alone.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Charges,O,,37
MT103,20,71F,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/ChrgsInf/Amt/@Ccy,TRANSFORM,"Split sender's charge currency/amount; charge-agent identity comes from message context, not 71F alone.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Charges,O,,37
MT103,21,71G,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/ChrgsInf/Amt,TRANSFORM,Split receiver's charge currency/amount; preserve charge role separately because ChrgsInf repeats.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Charges,O,,38
MT103,21,71G,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/ChrgsInf/Amt/@Ccy,TRANSFORM,Split receiver's charge currency/amount; preserve charge role separately because ChrgsInf repeats.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Charges,O,,38
MT103,22,72,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/InstrForNxtAgt/InstrInf,CONDITIONAL_CANDIDATE,Parse code lines; translate supported codes to structured instruction code and retain permitted narrative.,C,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender to Receiver Information,O,,38
MT103,23,77B,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/RgltryRptg/DbtCdtRptgInd,CONDITIONAL_CANDIDATE,"Parse debit/credit indicator, country and regulatory narrative where encoded; otherwise retain as review text.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Regulatory Reporting,O,,40
MT103,23,77B,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/RgltryRptg/Authrty/Ctry,CONDITIONAL_CANDIDATE,"Parse debit/credit indicator, country and regulatory narrative where encoded; otherwise retain as review text.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Regulatory Reporting,O,,40
MT103,23,77B,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/RgltryRptg/Dtls/Inf,CONDITIONAL_CANDIDATE,"Parse debit/credit indicator, country and regulatory narrative where encoded; otherwise retain as review text.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Regulatory Reporting,O,,40
MT202,1,20,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/PmtId/InstrId,DIRECT_CANDIDATE,Copy transaction reference as instruction identification subject to usage constraints.,B,SR_2025_MT202|MX_pacs_009_001_08,MIT Mixar corroborates InstrId.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Transaction Reference Number,M,,5
MT202,2,21,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/PmtId/EndToEndId,CONDITIONAL_CANDIDATE,Carry related reference as end-to-end identification only under the official translation rule.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Related Reference,M,,6
MT202,3,13C,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/SttlmTmReq/CLSTm,CONDITIONAL_CANDIDATE,Select target by 13C code and normalize time/offset.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Time Indication,O,,6
MT202,3,13C,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/SttlmTmReq/TillTm,CONDITIONAL_CANDIDATE,Select target by 13C code and normalize time/offset.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Time Indication,O,,6
MT202,3,13C,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/SttlmTmReq/FrTm,CONDITIONAL_CANDIDATE,Select target by 13C code and normalize time/offset.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Time Indication,O,,6
MT202,3,13C,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/SttlmTmReq/RjctTm,CONDITIONAL_CANDIDATE,Select target by 13C code and normalize time/offset.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Time Indication,O,,6
MT202,4,32A,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrBkSttlmDt,TRANSFORM,"Split value date, currency and amount.",B,SR_2025_MT202|MX_pacs_009_001_08,MIT Mixar corroborates amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,"Value Date, Currency Code, Amount",M,,7
MT202,4,32A,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrBkSttlmAmt,TRANSFORM,"Split value date, currency and amount.",B,SR_2025_MT202|MX_pacs_009_001_08,MIT Mixar corroborates amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,"Value Date, Currency Code, Amount",M,,7
MT202,4,32A,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrBkSttlmAmt/@Ccy,TRANSFORM,"Split value date, currency and amount.",B,SR_2025_MT202|MX_pacs_009_001_08,MIT Mixar corroborates amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,"Value Date, Currency Code, Amount",M,,7
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Dbtr/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Dbtr/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Dbtr/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Dbtr/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/DbtrAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,5,52a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/DbtrAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse ordering institution as debtor FI/account; sender fallback is outside this field-only rule.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,8
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,6,53a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,10
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,7,54a,ANY,pacs.009.001.08,Document/FICdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,11
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1Acct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,8,56a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/IntrmyAgt1Acct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse intermediary institution and account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary,O,,12
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,9,57a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,14
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Cdtr/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Cdtr/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Cdtr/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/Cdtr/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,10,58a,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/CdtrAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse beneficiary institution as creditor FI/account.,B,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Beneficiary Institution,M,,16
MT202,11,72,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/InstrForNxtAgt/InstrInf,CONDITIONAL_CANDIDATE,Parse code lines and retain only permitted instruction narrative.,C,SR_2025_MT202|MX_pacs_009_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender to Receiver Information,O,,18
MT202_COV,1,20,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/PmtId/InstrId,DIRECT_CANDIDATE,Copy transaction reference as instruction identification subject to usage constraints.,B,SR_2025_MT202_COV|MX_pacs_009_001_08|PMPG_COVER_GUIDANCE,MIT Mixar corroborates InstrId.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Transaction Reference Number,M,A,6
MT202_COV,2,21,ANY,pacs.009.001.08,Document/FICdtTrf/CdtTrfTxInf/PmtId/EndToEndId,CONDITIONAL_CANDIDATE,Carry related reference as end-to-end identification only under the official translation rule.,C,SR_2025_MT202_COV|MX_pacs_009_001_08|PMPG_COVER_GUIDANCE,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Related Reference,M,A,7
